Ticker,Security Name,Weight (%),Sector,Country,Asset Class
1801,INNOVENT BIOLOGICS INC,0.13,Health Care,China,Equity
298040,HYOSUNG HEAVY INDUSTRIES CORP,0.13,Industrials,Korea (South),Equity
2412,CHUNGHWA TELECOM LTD,0.13,Communication,Taiwan,Equity
5274,ASPEED TECHNOLOGY INC,0.13,Information Technology,Taiwan,Equity
329180,HD HYUNDAI HEAVY INDUSTRIES LTD,0.13,Industrials,Korea (South),Equity
ITSA4,ITAUSA INVESTIMENTOS ITAU PREF SA,0.13,Financials,Brazil,Equity
CIMB,CIMB GROUP HOLDINGS,0.13,Financials,Malaysia,Equity
010120,LS ELECTRIC LTD,0.13,Industrials,Korea (South),Equity
2887,TS FINANCIAL HOLDING LTD,0.13,Financials,Taiwan,Equity
032830,SAMSUNG LIFE LTD,0.13,Financials,Korea (South),Equity
ABEV3,AMBEV SA,0.13,Consumer Staples,Brazil,Equity
SBSP3,COMPANHIA DE SANEAMENTO BASICO DE,0.13,Utilities,Brazil,Equity
WEGE3,WEG SA,0.12,Industrials,Brazil,Equity
POWERGRID,POWER GRID CORPORATION OF INDIA LT,0.12,Utilities,India,Equity
3665,BIZLINK HOLDING INC,0.12,Industrials,Taiwan,Equity
EMIRATESNBD,EMIRATES NBD,0.12,Financials,United Arab Emirates,Equity
600519,KWEICHOW MOUTAI LTD A,0.12,Consumer Staples,China,Equity
010140,SAMSUNG HEAVY INDUSTRIES LTD,0.12,Industrials,Korea (South),Equity
2886,MEGA FINANCIAL HOLDING LTD,0.12,Financials,Taiwan,Equity
373220,LG ENERGY SOLUTION LTD,0.12,Industrials,Korea (South),Equity
ETE,NATIONAL BANK OF GREECE SA,0.12,Financials,Greece,Equity
SHFL,SHRIRAM FINANCE LTD,0.12,Financials,India,Equity
7769,HONPRECISION INC,0.12,Information Technology,Taiwan,Equity
2884,E.SUN FINANCIAL HOLDING LTD,0.12,Financials,Taiwan,Equity
ULTRACEMCO,ULTRATECH CEMENT LTD,0.12,Materials,India,Equity
HINDALCO,HINDALCO INDUSTRIES LTD,0.12,Materials,India,Equity
1109,CHINA RESOURCES LAND LTD,0.12,Real Estate,China,Equity
316140,WOORI FINANCIAL GROUP INC,0.12,Financials,Korea (South),Equity
IMP,IMPALA PLATINUM LTD,0.12,Materials,South Africa,Equity
2357,ASUSTEK COMPUTER INC,0.12,Information Technology,Taiwan,Equity
2269,WUXI BIOLOGICS CAYMAN INC,0.12,Health Care,China,Equity
3443,GLOBAL UNICHIP CORP,0.12,Information Technology,Taiwan,Equity
1303,NAN YA PLASTICS CORP,0.12,Materials,Taiwan,Equity
051910,LG CHEM LTD,0.12,Materials,Korea (South),Equity
AXIA3,CENTRAIS ELETR BRAS-ELETROBRAS SA,0.11,Utilities,Brazil,Equity
BPAC11,BCO BTG PACTUAL UNT SA,0.11,Financials,Brazil,Equity
2010,SAUDI BASIC INDUSTRIES,0.11,Materials,Saudi Arabia,Equity
3231,WISTRON CORP,0.11,Information Technology,Taiwan,Equity
2368,GOLD CIRCUIT ELECTRONICS LTD,0.11,Information Technology,Taiwan,Equity
034730,SK INC,0.11,Industrials,Korea (South),Equity
386,CHINA PETROLEUM AND CHEMICAL CORP,0.11,Energy,China,Equity
3750,CONTEMPORARY AMPEREX TECHNOLOGY LT,0.11,Industrials,China,Equity
KGH,KGHM POLSKA MIEDZ SA,0.11,Materials,Poland,Equity
SQM.B,SOCIEDAD QUIMICA Y MINERA DE CHILE,0.11,Materials,Chile,Equity
2328,PICC PROPERTY AND CASUALTY LTD H,0.1,Financials,China,Equity
009540,HD KOREA SHIPBUILDING & OFFSHORE E,0.1,Industrials,Korea (South),Equity
ASELS.E,ASELSAN ELEKTRONIK SANAYI VE TICAR,0.1,Industrials,Turkey,Equity
2423,KE HOLDINGS INC,0.1,Real Estate,China,Equity
992,LENOVO GROUP LTD,0.1,Information Technology,China,Equity
ICT,INTERNATIONAL CONTAINER TERMINAL S,0.1,Industrials,Philippines,Equity
2301,LITE ON TECHNOLOGY CORP,0.1,Information Technology,Taiwan,Equity
BBRI,BANK RAKYAT INDONESIA (PERSERO),0.1,Financials,Indonesia,Equity
6869,YANGTZE OPTICAL FIBRE AND CABLE JO,0.1,Information Technology,China,Equity
2020,ANTA SPORTS PRODUCTS LTD,0.1,Consumer Discretionary,China,Equity
EUROB,EUROBANK SA,0.1,Financials,Greece,Equity
1378,CHINA HONGQIAO GROUP LTD,0.1,Materials,China,Equity
1347,HUA HONG SEMICONDUCTOR LTD,0.1,Information Technology,China,Equity
2890,SINOPAC FINANCIAL HOLDINGS LTD,0.1,Financials,Taiwan,Equity
HCLTECH,HCL TECHNOLOGIES LTD,0.1,Information Technology,India,Equity
3661,ALCHIP TECHNOLOGIES LTD,0.1,Information Technology,Taiwan,Equity
2601,CHINA PACIFIC INSURANCE (GROUP) LT,0.1,Financials,China,Equity
ABG,ABSA GROUP LTD,0.1,Financials,South Africa,Equity
ADCB,ABU DHABI COMMERCIAL BANK,0.1,Financials,United Arab Emirates,Equity
PEO,BANK PEKAO SA,0.09,Financials,Poland,Equity
9633,NONGFU SPRING LTD H,0.09,Consumer Staples,China,Equity
