Ticker,Security Name,Weight (%),Sector,Country,Asset Class
9698,GDS HOLDINGS LTD CLASS A,0.05,Information Technology,China,Equity
RDOR3,REDE DOR SAO LUIZ SA,0.05,Health Care,Brazil,Equity
788,CHINA TOWER CORP LTD H,0.05,Communication,China,Equity
PTTEP.R,PTT EXPLORATION AND PRODUCTION NON,0.05,Energy,Thailand,Equity
1336,NEW CHINA LIFE INSURANCE COMPANY L,0.05,Financials,China,Equity
GGBR4,GERDAU PREF SA,0.05,Materials,Brazil,Equity
1339,THE PEOPLES INSURANCE CO (GROUP),0.05,Financials,China,Equity
096770,SK INNOVATION LTD,0.05,Energy,Korea (South),Equity
SUZB3,SUZANO SA,0.05,Materials,Brazil,Equity
1171,YANKUANG ENERGY GROUP COMPANY LTD,0.05,Energy,China,Equity
2382,SUNNY OPTICAL TECHNOLOGY LTD,0.05,Information Technology,China,Equity
INDHOTEL,INDIAN HOTELS LTD,0.05,Consumer Discretionary,India,Equity
3045,TAIWAN MOBILE LTD,0.05,Communication,Taiwan,Equity
CPLE3,CIA PARANAENSE DE ENERGIA COPEL,0.05,Utilities,Brazil,Equity
138040,MERITZ FINANCIAL GROUP INC,0.05,Financials,Korea (South),Equity
POLICYBZR,PB FINTECH LTD,0.05,Financials,India,Equity
5347,VANGUARD INTERNATIONAL SEMICONDUCT,0.05,Information Technology,Taiwan,Equity
SUZLON,SUZLON ENERGY LTD,0.05,Industrials,India,Equity
PERSISTENT,PERSISTENT SYSTEMS LTD,0.05,Information Technology,India,Equity
1301,FORMOSA PLASTICS CORP,0.05,Materials,Taiwan,Equity
MOTHERSON,SAMVARDHANA MOTHERSON INTERNATIONA,0.05,Consumer Discretionary,India,Equity
272210,HANWHA SYSTEMS LTD,0.05,Industrials,Korea (South),Equity
1658,POSTAL SAVINGS BANK OF CHINA LTD H,0.05,Financials,China,Equity
RICHTER,GEDEON RICHTER,0.05,Health Care,Hungary,Equity
BVN,BUENAVENTURA ADR REPRESENTING,0.05,Materials,Peru,Equity
600900,CHINA YANGTZE POWER LTD A,0.05,Utilities,China,Equity
HDFCAMC,HDFC ASSET MANAGEMENT COMPANY LTD,0.05,Financials,India,Equity
REM,REMGRO LTD,0.05,Financials,South Africa,Equity
DIB,DB ISLAMIC BANK,0.05,Financials,United Arab Emirates,Equity
2331,LI NING LTD,0.05,Consumer Discretionary,China,Equity
INDUSINDBK,INDUSIND BANK LTD,0.05,Financials,India,Equity
9626,BILIBILI INC,0.05,Communication,China,Equity
BCI,BANCO DE CREDITO E INVERSION,0.05,Financials,Chile,Equity
INDUSTOWER,INDUS TOWERS LTD,0.05,Communication,India,Equity
BRL,BRL CASH,0.05,Cash and/or Derivatives,Brazil,Cash
RADL3,RAIA DROGASIL,0.05,Consumer Staples,Brazil,Equity
ADNOCGAS,ADNOC GAS PLC,0.04,Energy,United Arab Emirates,Equity
WIPRO,WIPRO LTD,0.04,Information Technology,India,Equity
MOL,MOL HUNGARIAN OIL AND GAS,0.04,Energy,Hungary,Equity
TORNTPHARM,TORRENT PHARMACEUTICALS LTD,0.04,Health Care,India,Equity
VOD,VODACOM GROUP LTD,0.04,Communication,South Africa,Equity
2600,ALUMINUM CORPORATION OF CHINA LTD,0.04,Materials,China,Equity
ADNOCDRILL,ADNOC DRILLING COMPANY,0.04,Energy,United Arab Emirates,Equity
SCC.R,SIAM CEMENT NON-VOTING DR PCL,0.04,Materials,Thailand,Equity
601318,PING AN INSURANCE (GROUP) OF CHINA,0.04,Financials,China,Equity
ASURB,GRUPO AEROPORTUARIO DEL SURESTE B,0.04,Industrials,Mexico,Equity
5871,CHAILEASE HOLDING LTD,0.04,Financials,Taiwan,Equity
2280,ALMARAI,0.04,Consumer Staples,Saudi Arabia,Equity
6030,CITIC SECURITIES COMPANY LTD H,0.04,Financials,China,Equity
TUPRS.E,TURKIYE PETROL RAFINERILERI A,0.04,Energy,Turkey,Equity
2376,GIGABYTE TECHNOLOGY LTD,0.04,Information Technology,Taiwan,Equity
1208,MMG LTD,0.04,Materials,China,Equity
4904,FAR EASTONE TELECOMMUNICATIONS LTD,0.04,Communication,Taiwan,Equity
291,CHINA RESOURCES BEER HOLDINGS LTD,0.04,Consumer Staples,China,Equity
KOFUBL,COCA-COLA FEMSA CLASS UBL UNITS,0.04,Consumer Staples,Mexico,Equity
4938,PEGATRON CORP,0.04,Information Technology,Taiwan,Equity
3293,INTERNATIONAL GAMES SYSTEM LTD,0.04,Communication,Taiwan,Equity
ENEV3,ENEVA SA,0.04,Utilities,Brazil,Equity
1101,TAIWAN CEMENT LTD,0.04,Materials,Taiwan,Equity
1326,FORMOSA CHEMICALS & FIBRE CORP,0.04,Materials,Taiwan,Equity
358,JIANGXI COPPER LTD H,0.04,Materials,China,Equity
TME,TENCENT MUSIC ENTERTAINMENT GROUP,0.04,Communication,China,Equity
ASHOKLEY,ASHOK LEYLAND LTD,0.04,Industrials,India,Equity
259960,KRAFTON INC,0.04,Communication,Korea (South),Equity
836,CHINA RESOURCES POWER LTD,0.04,Utilities,China,Equity
BZ,KANZHUN AMERICAN DEPOSITORY SHARES,0.04,Industrials,China,Equity
GAMUDA,GAMUDA,0.04,Industrials,Malaysia,Equity
4013,DR SULAIMAN AL HABIB MEDICAL GRP,0.04,Health Care,Saudi Arabia,Equity
1530,3SBIO INC,0.04,Health Care,China,Equity
2099,CHINA GOLD INTERNATIONAL RESOURCES,0.04,Materials,China,Equity
AKBNK.E,AKBANK A,0.04,Financials,Turkey,Equity
BBDC3,BANCO BRADESCO SA,0.04,Financials,Brazil,Equity
005830,DB INSURANCE LTD,0.04,Financials,Korea (South),Equity
IQCD,INDUSTRIES QATAR,0.04,Industrials,Qatar,Equity
FIBRAPL14,PROLOGIS PROPERTY MEXICO REIT,0.04,Real Estate,Mexico,Equity
1080,ARAB NATIONAL BANK,0.04,Financials,Saudi Arabia,Equity
POLYCAB,POLYCAB INDIA LTD,0.04,Industrials,India,Equity
601288,AGRICULTURAL BANK OF CHINA LTD A,0.04,Financials,China,Equity
BSANTANDER,BANCO SANTANDER CHILE,0.04,Financials,Chile,Equity
BHARATFORG,BHARAT FORGE LTD,0.04,Consumer Discretionary,India,Equity
018260,SAMSUNG SDS LTD,0.04,Information Technology,Korea (South),Equity
CIBEST,GRUPO CIBEST SA,0.04,Financials,Colombia,Equity
BSE,BSE LTD,0.04,Financials,India,Equity
1772,GANFENG LITHIUM LTD H,0.04,Materials,China,Equity
3606,FUYAO GLASS INDUSTRY GROUP LTD H,0.04,Consumer Discretionary,China,Equity
NRP,NEPI ROCKCASTLE NV,0.04,Real Estate,South Africa,Equity
FUNO11,FIBRA UNO ADMINISTRACION REIT,0.04,Real Estate,Mexico,Equity
2313,SHENZHOU INTERNATIONAL GROUP LTD,0.04,Consumer Discretionary,China,Equity
FORTIS,FORTIS HEALTHCARE LTD,0.04,Health Care,India,Equity
3908,CHINA INTERNATIONAL CAPITAL CORP L,0.04,Financials,China,Equity
BPCL,BHARAT PETROLEUM LTD,0.04,Energy,India,Equity
BBSE3,BB SEGURIDADE SA,0.04,Financials,Brazil,Equity
1919,COSCO SHIPPING HOLDINGS LTD H,0.04,Industrials,China,Equity
IHH,IHH HEALTHCARE,0.04,Health Care,Malaysia,Equity
PIDILITIND,PIDILITE INDUSTRIES LTD,0.04,Materials,India,Equity
PAYTM,ONE COMMUNICATIONS LTD,0.04,Financials,India,Equity
POWERINDIA,HITACHI ENERGY INDIA LTD,0.04,Industrials,India,Equity
300502,EOPTOLINK TECHNOLOGY INC LTD A,0.04,Information Technology,China,Equity
DLF,DLF LTD,0.04,Real Estate,India,Equity
MBK,MBANK SA,0.04,Financials,Poland,Equity
1140,BANK ALBILAD,0.04,Financials,Saudi Arabia,Equity
RNI,REINET INVESTMENTS S.C.A.,0.04,Financials,South Africa,Equity
PPH,PEPKOR HOLDINGS SHS LTD,0.04,Consumer Discretionary,South Africa,Equity
1816,CGN POWER LTD H,0.04,Utilities,China,Equity
JINDALSTEL,JINDAL STEEL LTD,0.04,Materials,India,Equity
002594,BYD LTD A,0.04,Consumer Discretionary,China,Equity
BDO,BDO UNIBANK INC,0.04,Financials,Philippines,Equity
5876,SHANGHAI COMMERCIAL LTD,0.04,Financials,Taiwan,Equity
2259,ZIJIN GOLD INTERNATIONAL LTD,0.04,Materials,China,Equity
028300,HLB INC,0.04,Health Care,Korea (South),Equity
2207,HOTAI MOTOR LTD,0.04,Consumer Discretionary,Taiwan,Equity
2801,CHANG HWA COMMERCIAL BANK LTD,0.04,Financials,Taiwan,Equity
CDR,CD PROJEKT SA,0.04,Communication,Poland,Equity
ICICIGI,ICICI LOMBARD GENERAL INSURANCE CO,0.04,Financials,India,Equity
GCARSOA1,GRUPO CARSO SERIES A1,0.04,Industrials,Mexico,Equity
SOLARINDS,SOLAR INDUSTRIES INDIA LTD,0.04,Materials,India,Equity
BVT,BIDVEST GROUP LTD,0.04,Industrials,South Africa,Equity
TRUE.R,TRUE CORPORATION NON-VOTING DR PCL,0.04,Communication,Thailand,Equity
1519,FORTUNE ELECTRIC LTD,0.04,Industrials,Taiwan,Equity
TAL,TAL EDUCATION GROUP ADR REPTG,0.04,Consumer Discretionary,China,Equity
300,MIDEA GROUP LTD CLASS H,0.04,Consumer Discretionary,China,Equity
RECLTD,REC LTD,0.04,Financials,India,Equity
002475,LUXSHARE PRECISION INDUSTRY LTD A,0.04,Information Technology,China,Equity
MARICO,MARICO LTD,0.04,Consumer Staples,India,Equity
AXIA7,CENTRAIS ELET BRAS PRF SA,0.04,Utilities,Brazil,Equity
VIPS,VIPSHOP HOLDINGS SPONSORED ADS REP,0.04,Consumer Discretionary,China,Equity
MUTHOOTFIN,MUTHOOT FINANCE LTD,0.04,Financials,India,Equity
GODREJCP,GODREJ CONSUMER PRODUCTS LTD,0.04,Consumer Staples,India,Equity
UGPA3,ULTRAPAR PARTICIPOES SA,0.04,Consumer Discretionary,Brazil,Equity
BHEL,BHARAT HEAVY ELECTRICALS LTD,0.04,Industrials,India,Equity
9660,HORIZON ROBOTICS,0.04,Information Technology,China,Equity
8069,E INK HOLDINGS INC,0.04,Information Technology,Taiwan,Equity
SRF,SRF LTD,0.04,Materials,India,Equity
BIMBOA,GRUPO BIMBO A,0.04,Consumer Staples,Mexico,Equity
RAIL3,RUMO SA,0.04,Industrials,Brazil,Equity
DEWA,DUBAI ELECTRICITY AND WATER AUTHOR,0.04,Utilities,United Arab Emirates,Equity
IOC,INDIAN OIL CORP LTD,0.03,Energy,India,Equity
966,CHINA TAIPING INSURANCE HLDGS LTD,0.03,Financials,China,Equity
1209,CHINA RESOURCES MIXC LIFESTYLE SER,0.03,Real Estate,China,Equity
VEDL,VEDANTA LTD,0.03,Materials,India,Equity
ADANIENT,ADANI ENTERPRISES LTD,0.03,Industrials,India,Equity
7203,AL-ELM INFORMATION SECURITY COMPAN,0.03,Information Technology,Saudi Arabia,Equity
2356,INVENTEC CORP,0.03,Information Technology,Taiwan,Equity
EMAARDEV,EMAAR DEVELOPMENT,0.03,Real Estate,United Arab Emirates,Equity
GFINBURO,GRUPO FINANCIERO INBURSA SRIES O,0.03,Financials,Mexico,Equity
168,TSINGTAO BREWERY LTD H,0.03,Consumer Staples,China,Equity
PPC,PUBLIC POWER CORPORATION SA,0.03,Utilities,Greece,Equity
CMIG4,CIA ENERGETICA DE MINAS GERAIS PRE,0.03,Utilities,Brazil,Equity
AUROPHARMA,AUROBINDO PHARMA LTD,0.03,Health Care,India,Equity
SWIGGY,SWIGGY LTD,0.03,Consumer Discretionary,India,Equity
DNP,DINO POLSKA SA,0.03,Consumer Staples,Poland,Equity
024110,INDUSTRIAL BANK OF KOREA,0.03,Financials,Korea (South),Equity
DIXON,DIXON TECHNOLOGIES (INDIA) LTD,0.03,Consumer Discretionary,India,Equity
FALABELLA,FALABELLA SACI SA,0.03,Consumer Discretionary,Chile,Equity
2912,PRESIDENT CHAIN STORE CORP,0.03,Consumer Staples,Taiwan,Equity
005385,HYUNDAI MOTOR S1 PREF,0.03,Consumer Discretionary,Korea (South),Equity
GAIL,GAIL INDIA LTD,0.03,Utilities,India,Equity
TIMS3,TIM SA,0.03,Communication,Brazil,Equity
AMBANK,AMMB HOLDINGS,0.03,Financials,Malaysia,Equity
8210,BUPA ARABIA,0.03,Financials,Saudi Arabia,Equity
CPN.R,CENTRAL PATTANA NON-VOTING DR PCL,0.03,Real Estate,Thailand,Equity
ABB,ABB INDIA LTD,0.03,Industrials,India,Equity
UNITDSPR,UNITED SPIRITS LTD,0.03,Consumer Staples,India,Equity
HINDPETRO,HINDUSTAN PETROLEUM CORP LTD,0.03,Energy,India,Equity
TOTS3,TOTVS SA,0.03,Information Technology,Brazil,Equity
601398,INDUSTRIAL AND COMMERCIAL BANK OF,0.03,Financials,China,Equity
2324,COMPAL ELECTRONICS INC,0.03,Information Technology,Taiwan,Equity
CBQK,COMMERCIAL BANK OF QATAR,0.03,Financials,Qatar,Equity
ZAIN,MOBILE TEL,0.03,Communication,Kuwait,Equity
352820,HYBE LTD,0.03,Communication,Korea (South),Equity
2018,AAC TECHNOLOGIES HOLDINGS INC,0.03,Information Technology,China,Equity
003230,SAM YANG FOODS INC,0.03,Consumer Staples,Korea (South),Equity
CLS,CLICKS GROUP LTD,0.03,Consumer Staples,South Africa,Equity
OMAB,GRUPO AEROPORTUARIO DEL CENTRO NOR,0.03,Industrials,Mexico,Equity
1787,SHANDONG GOLD MINING LTD H,0.03,Materials,China,Equity
PHOENIXLTD,PHOENIX MILLS LTD,0.03,Real Estate,India,Equity
6881,CHINA GALAXY SECURITIES LTD H,0.03,Financials,China,Equity
THYAO.E,TURK HAVA YOLLARI AO A,0.03,Industrials,Turkey,Equity
005940,NH INVESTMENT & SECURITIES LTD,0.03,Financials,Korea (South),Equity
NAUKRI,INFO EDGE INDIA LTD,0.03,Communication,India,Equity
5110,SAUDI ENERGY,0.03,Utilities,Saudi Arabia,Equity
APLAPOLLO,APL APOLLO TUBES LTD,0.03,Materials,India,Equity
MARK,MASRAF AL RAYAN,0.03,Financials,Qatar,Equity
YESBANK,YES BANK LTD,0.03,Financials,India,Equity
2618,JD LOGISTICS INC,0.03,Industrials,China,Equity
BAAKOMB,KOMERCNI BANK,0.03,Financials,Czech Republic,Equity
OUT,OUTSURANCE GROUP LTD,0.03,Financials,South Africa,Equity
HLBANK,HONG LEONG BANK,0.03,Financials,Malaysia,Equity
PETGAS,PETRONAS GAS,0.03,Utilities,Malaysia,Equity
2834,TAIWAN BUSINESS BANK LTD,0.03,Financials,Taiwan,Equity
BOUBYAN,BOUBYAN BANK,0.03,Financials,Kuwait,Equity
KBANK.R,KASIKORNBANK PUBLIC NON-VOTING DR,0.03,Financials,Thailand,Equity
KCHOL.E,KOC HOLDING A,0.03,Industrials,Turkey,Equity
SIEMENS,SIEMENS LTD,0.03,Industrials,India,Equity
2333,GREAT WALL MOTOR COMPANY LTD H,0.03,Consumer Discretionary,China,Equity
135,KUNLUN ENERGY LTD,0.03,Utilities,China,Equity
268,KINGDEE INT L SOFTWARE GROUP LTD,0.03,Information Technology,China,Equity
902,HUANENG POWER INTERNATIONAL INC H,0.03,Utilities,China,Equity
AMMN,AMMAN MINERAL INTERNASIONAL,0.03,Materials,Indonesia,Equity
KTB.R,KRUNG THAI BANK PUBLIC NON-VOTING,0.03,Financials,Thailand,Equity
RHBBANK,RHB BANK,0.03,Financials,Malaysia,Equity
ISA,INTERCONEXION ELECTRICA SA,0.03,Utilities,Colombia,Equity
UPL,UPL LTD,0.03,Materials,India,Equity
010950,S-OIL CORP,0.03,Energy,Korea (South),Equity
002384,SUZHOU DONGSHAN PRECISION MANUFACT,0.03,Information Technology,China,Equity
SWB,SUNWAY BHD,0.03,Industrials,Malaysia,Equity
SCB.R,SCB X PUBLIC COMPANY LIMITED NON-V,0.03,Financials,Thailand,Equity
2474,CATCHER TECHNOLOGY LTD,0.03,Information Technology,Taiwan,Equity
002371,NAURA TECHNOLOGY GROUP LTD A,0.03,Information Technology,China,Equity
MALLPLAZA,PLAZA SA,0.03,Real Estate,Chile,Equity
TIINDIA,TUBE INVESTMENTS OF INDIA LTD,0.03,Consumer Discretionary,India,Equity
LTM,LTM LTD,0.03,Information Technology,India,Equity
SIGMAFA,ALFA A,0.03,Consumer Staples,Mexico,Equity
AXIA6,CENTRAIS ELETR BRAS-ELETROBRAS PRE,0.03,Utilities,Brazil,Equity
KIMBERA,KIMBERLY-CLARK DE MEXICO CLASS A,0.03,Consumer Staples,Mexico,Equity
2611,GUOTAI HAITONG SECURITIES CO LTD H,0.03,Financials,China,Equity
3808,SINOTRUK (HONG KONG) LTD,0.03,Industrials,China,Equity
003490,KOREAN AIR LINES LTD,0.03,Industrials,Korea (South),Equity
3888,KINGSOFT LTD,0.03,Communication,China,Equity
SUNDARMFIN,SUNDARAM FINANCE LTD,0.03,Financials,India,Equity
BH.R,BUMRUNGRAD HOSPITAL NON-VOTING DR,0.03,Health Care,Thailand,Equity
SDG,SD GUTHRIE,0.03,Consumer Staples,Malaysia,Equity
PINFRA*,PROMOTORA Y OPERADORA DE INFRAESTR,0.03,Industrials,Mexico,Equity
241,ALIBABA HEALTH INFORMATION TECH LT,0.03,Consumer Staples,China,Equity
HTO,HELLENIC TELECOMMUNICATIONS ORGANI,0.03,Communication,Greece,Equity
PCHEM,PETRONAS CHEMICALS GROUP,0.03,Materials,Malaysia,Equity
6919,CALIWAY BIOPHARMACEUTICALS LTD,0.03,Health Care,Taiwan,Equity
011200,HMM LTD,0.03,Industrials,Korea (South),Equity
BBNI,BANK NEGARA INDONESIA,0.03,Financials,Indonesia,Equity
NYKAA,FSN E-COMMERCE VENTURES LTD,0.03,Consumer Discretionary,India,Equity
MOTV3,MOTIVA INFRAESTRUTURA DE MOBILIDAD,0.03,Industrials,Brazil,Equity
MRF,MRF LTD,0.03,Consumer Discretionary,India,Equity
QGTS,QATAR GAS TRANSPORT COMPANY LTD,0.03,Energy,Qatar,Equity
SMPH,SM PRIME HOLDINGS INC,0.03,Real Estate,Philippines,Equity
000100,YUHAN CORP,0.03,Health Care,Korea (South),Equity
ADNOCDIST,ABU DHABI NATIONAL OIL COMPANY FOR,0.03,Consumer Discretionary,United Arab Emirates,Equity
601166,INDUSTRIAL BANK LTD A,0.03,Financials,China,Equity
603993,CHINA MOLYBDENUM LTD A,0.03,Materials,China,Equity
TORNTPOWER,TORRENT POWER LTD,0.03,Utilities,India,Equity
IDEA,VODAFONE IDEA LTD,0.03,Communication,India,Equity
CENCOSUD,CENCOSUD SA,0.03,Consumer Staples,Chile,Equity
ORDS,OOREDOO,0.03,Communication,Qatar,Equity
TCELL.E,TURKCELL ILETISIM HIZMETLERI A,0.03,Communication,Turkey,Equity
HYUNDAI,HYUNDAI MOTOR INDIA LTD,0.03,Consumer Discretionary,India,Equity
MANKIND,MANKIND PHARMA LTD,0.03,Health Care,India,Equity
ENGI11,ENERGISA UNITS SA,0.03,Utilities,Brazil,Equity
1099,SINOPHARM GROUP LTD H,0.03,Health Care,China,Equity
914,ANHUI CONCH CEMENT LTD H,0.03,Materials,China,Equity
6862,HAIDILAO INTERNATIONAL HOLDING LTD,0.03,Consumer Discretionary,China,Equity
YTLPOWR,YTL POWER INTERNATIONAL,0.03,Utilities,Malaysia,Equity
LODHA,LODHA DEVELOPERS LTD,0.02,Real Estate,India,Equity
EREGL.E,EREGLI DEMIR VE CELIK FABRIKALARI,0.02,Materials,Turkey,Equity
9880,UBTECH ROBOTICS CORP LTD H,0.02,Industrials,China,Equity
9863,ZHEJIANG LEAPMOTOR TECHNOLOGY LTD,0.02,Consumer Discretionary,China,Equity
161390,HANKOOK TIRE & TECHNOLOGY LTD,0.02,Consumer Discretionary,Korea (South),Equity
000858,WULIANGYE YIBIN LTD A,0.02,Consumer Staples,China,Equity
601328,BANK OF COMMUNICATIONS LTD A,0.02,Financials,China,Equity
1898,CHINA COAL ENERGY LTD H,0.02,Energy,China,Equity
322,TINGYI (CAYMAN ISLANDS) HOLDINGS C,0.02,Consumer Staples,China,Equity
MIL,BANK MILLENNIUM SA,0.02,Financials,Poland,Equity
QIIK,QATAR INTERNATIONAL ISLAMIC BANK,0.02,Financials,Qatar,Equity
2618,EVA AIRWAYS CORP,0.02,Industrials,Taiwan,Equity
VOLTAS,VOLTAS LTD,0.02,Industrials,India,Equity
270,GUANGDONG INVESTMENT LTD,0.02,Utilities,China,Equity
BAJAJHLDNG,BAJAJ HOLDINGS AND INVESTMENT LTD,0.02,Financials,India,Equity
BELA,JUMBO SA,0.02,Consumer Discretionary,Greece,Equity
BOSCHLTD,BOSCH LTD,0.02,Consumer Discretionary,India,Equity
GODREJPROP,GODREJ PROPERTIES LTD,0.02,Real Estate,India,Equity
ENRIN,SIEMENS ENERGY INDIA LTD,0.02,Industrials,India,Equity
1988,CHINA MINSHENG BANKING CORP LTD H,0.02,Financials,China,Equity
600276,JIANGSU HENGRUI MEDICINE LTD A,0.02,Health Care,China,Equity
MPHASIS,MPHASIS LTD,0.02,Information Technology,India,Equity
SALIK,SALIK COMPANY P.J.S.C,0.02,Industrials,United Arab Emirates,Equity
HAVELLS,HAVELLS INDIA LTD,0.02,Industrials,India,Equity
WAAREEENER,WAAREE ENERGIES LTD,0.02,Information Technology,India,Equity
NMDC,NMDC LTD,0.02,Materials,India,Equity
1766,CRRC CORP LTD H,0.02,Industrials,China,Equity
COLPAL,COLGATE PALMOLIVE INDIA LTD,0.02,Consumer Staples,India,Equity
YKBNK.E,YAPI VE KREDI BANKASI A,0.02,Financials,Turkey,Equity
780,TONGCHENG TRAVEL HOLDINGS LTD,0.02,Consumer Discretionary,China,Equity
1519,J&T GLOBAL EXPRESS LTD,0.02,Industrials,China,Equity
1929,CHOW TAI FOOK JEWELLERY GROUP LTD,0.02,Consumer Discretionary,China,Equity
600030,CITIC SECURITIES LTD A,0.02,Financials,China,Equity
KLBN11,KLABIN UNITS SA,0.02,Materials,Brazil,Equity
BANKBARODA,BANK OF BARODA LTD,0.02,Financials,India,Equity
AMBUJACEM,AMBUJA CEMENTS LTD,0.02,Materials,India,Equity
ACP,ASSECO POLAND SA,0.02,Information Technology,Poland,Equity
285,BYD ELECTRONIC (INTERNATIONAL) LTD,0.02,Information Technology,China,Equity
300059,EAST MONEY INFORMATION LTD A,0.02,Financials,China,Equity
DABUR,DABUR INDIA LTD,0.02,Consumer Staples,India,Equity
ISCTR.E,TURKIYE IS BANKASI C,0.02,Financials,Turkey,Equity
MISC,MISC,0.02,Industrials,Malaysia,Equity
IOICORP,IOI CORPORATION,0.02,Consumer Staples,Malaysia,Equity
3800,GCL TECHNOLOGY HOLDINGS LTD,0.02,Information Technology,China,Equity
CDB,CELCOMDIGI,0.02,Communication,Malaysia,Equity
ALKEM,ALKEM LABORATORIES LTD,0.02,Health Care,India,Equity
GMRAIRPORT,GMR AIRPORTS LTD,0.02,Industrials,India,Equity
ADNOCLS,ADNOC LOGISTICS & SERVICES PLC,0.02,Energy,United Arab Emirates,Equity
3323,CHINA NATIONAL BUILDING MATERIAL L,0.02,Materials,China,Equity
6990,SICHUAN KELUN-BIOTECH BIOPHARM LTD,0.02,Health Care,China,Equity
2609,YANG MING MARINE TRANSPORT CORP,0.02,Industrials,Taiwan,Equity
047050,POSCO INTERNATIONAL CORP,0.02,Industrials,Korea (South),Equity
KLK,KUALA LUMPUR KEPONG,0.02,Consumer Staples,Malaysia,Equity
VMM,VISHAL MEGA MART LTD,0.02,Consumer Discretionary,India,Equity
8010,THE COOPERATIVE INSURANCE,0.02,Financials,Saudi Arabia,Equity
PRESTIGE,PRESTIGE ESTATES PROJECTS LTD,0.02,Real Estate,India,Equity
6886,HUATAI SECURITIES LTD H,0.02,Financials,China,Equity
BRPT,BARITO PACIFIC,0.02,Materials,Indonesia,Equity
JSWENERGY,JSW ENERGY LTD,0.02,Utilities,India,Equity
300476,VICTORY GIANT TECHNOLOGY HUIZHOU L,0.02,Information Technology,China,Equity
2268,WUXI XDC CAYMAN INC,0.02,Health Care,China,Equity
COPEC,EMPRESAS COPEC SA,0.02,Consumer Discretionary,Chile,Equity
600150,CHINA CSSC HOLDINGS LTD A,0.02,Industrials,China,Equity
1504,TECO ELECTRIC & MACHINERY LTD,0.02,Industrials,Taiwan,Equity
GRUMAB,GRUMA,0.02,Consumer Staples,Mexico,Equity
IDFCFIRSTB,IDFC FIRST BANK LTD,0.02,Financials,India,Equity
JSL,JINDAL STAINLESS LTD,0.02,Materials,India,Equity
TPIA,CHANDRA ASRI PACIFIC,0.02,Materials,Indonesia,Equity
BPI,BANK OF THE PHILIPPINE ISLANDS,0.02,Financials,Philippines,Equity
ENELCHILE,ENEL CHILE SA,0.02,Utilities,Chile,Equity
323410,KAKAOBANK CORP,0.02,Financials,Korea (South),Equity
MER,MANILA ELECTRIC,0.02,Utilities,Philippines,Equity
151,WANT WANT CHINA HOLDINGS LTD,0.02,Consumer Staples,China,Equity
1402,FAR EASTERN NEW CENTURY CORP,0.02,Industrials,Taiwan,Equity
UNIONBANK,UNION BANK OF INDIA LTD,0.02,Financials,India,Equity
ALWN,ALLWYN AG,0.02,Consumer Discretionary,Greece,Equity
PGE,PGE POLSKA GRUPA ENERGETYCZNA SA,0.02,Utilities,Poland,Equity
HKD,HKD CASH,0.02,Cash and/or Derivatives,Hong Kong,Cash
763,ZTE CORP H,0.02,Information Technology,China,Equity
384,CHINA GAS HOLDINGS LTD,0.02,Utilities,China,Equity
3998,BOSIDENG INTERNATIONAL LTD,0.02,Consumer Discretionary,China,Equity
PNB,PUNJAB NATIONAL BANK,0.02,Financials,India,Equity
GOTO,GOTO GOJEK TOKOPEDIA,0.02,Consumer Discretionary,Indonesia,Equity
NHPC,NHPC LTD,0.02,Utilities,India,Equity
601088,CHINA SHENHUA ENERGY LTD A,0.02,Energy,China,Equity
ABCAPITAL,ADITYA BIRLA CAPITAL LTD,0.02,Financials,India,Equity
0126Z0,SAMSUNG EPIS HOLDINGS LTD,0.02,Health Care,Korea (South),Equity
PIIND,P.I. INDUSTRIES LTD,0.02,Materials,India,Equity
532483,CANARA BANK LTD,0.02,Financials,India,Equity
900948,INNER MONGOLIA YITAI COAL LTD B,0.02,Energy,China,Equity
144,CHINA MERCHANTS PORT HOLDINGS LTD,0.02,Industrials,China,Equity
1258,CHINA NONFERROUS MINING CORPORATIO,0.02,Materials,China,Equity
000333,MIDEA GROUP LTD A,0.02,Consumer Discretionary,China,Equity
034220,LG DISPLAY LTD,0.02,Information Technology,Korea (South),Equity
300274,SUNGROW POWER SUPPLY LTD A,0.02,Industrials,China,Equity
600000,SHANGHAI PUDONG DEVELOPMENT BANK L,0.02,Financials,China,Equity
1102,ASIA CEMENT CORP,0.02,Materials,Taiwan,Equity
SAHOL.E,HACI OMER SABANCI HOLDING A,0.02,Financials,Turkey,Equity
090430,AMOREPACIFIC CORP,0.02,Consumer Staples,Korea (South),Equity
SUPREMEIND,SUPREME INDUSTRIES LTD,0.02,Industrials,India,Equity
2290,YANBU NATIONAL PETROCHEMICALS,0.02,Materials,Saudi Arabia,Equity
SHREECEM,SHREE CEMENT LTD,0.02,Materials,India,Equity
443060,HD HYUNDAI MARINE SOLUTION LTD,0.02,Industrials,Korea (South),Equity
4300,DAR AL ARKAN REAL ESTATE DEVELOPME,0.02,Real Estate,Saudi Arabia,Equity
TM,TELEKOM MALAYSIA,0.02,Communication,Malaysia,Equity
COROMANDEL,COROMANDEL INTERNATIONAL LTD,0.02,Materials,India,Equity
1357,MEITU INC,0.02,Communication,China,Equity
3898,ZHUZHOU CRRC TIMES ELECTRIC LTD H,0.02,Industrials,China,Equity
960,LONGFOR GROUP HOLDINGS LTD,0.02,Real Estate,China,Equity
