iShares MSCI Kokusai ETF
Fund Holdings as of,"May 14, 2026"
Inception Date,"Dec 10, 2007"
Shares Outstanding,"1,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Materials","Equity","348,445.14","0.14","348,445.14","1,667.00","209.03","France","Nyse Euronext - Euronext Paris","USD","0.86","EUR","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","347,055.72","0.14","347,055.72","1,868.00","185.79","United States","NYSE","USD","1.00","USD","-"
"UCG","UNICREDIT","Financials","Equity","345,117.60","0.14","345,117.60","4,084.00","84.51","Italy","Borsa Italiana","USD","0.86","EUR","-"
"1299","AIA GROUP LTD","Financials","Equity","344,870.03","0.14","344,870.03","30,800.00","11.20","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","344,015.28","0.14","344,015.28","441.00","780.08","United States","NYSE","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","340,059.55","0.14","340,059.55","755.00","450.41","United States","NASDAQ","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","338,436.72","0.14","338,436.72","1,719.00","196.88","United States","NYSE","USD","1.00","USD","-"
"BP.","BP PLC","Energy","Equity","338,283.74","0.14","338,283.74","46,397.00","7.29","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","337,554.42","0.14","337,554.42","5,946.00","56.77","United States","NYSE","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","324,086.88","0.13","324,086.88","668.00","485.16","United States","NASDAQ","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","322,237.38","0.13","322,237.38","366.00","880.43","United States","NYSE","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","317,645.90","0.13","317,645.90","1,067.00","297.70","United States","NASDAQ","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","317,450.10","0.13","317,450.10","610.00","520.41","United States","NYSE","USD","1.00","USD","-"
"BMO","BANK OF MONTREAL","Financials","Equity","313,352.77","0.13","313,352.77","2,049.00","152.93","Canada","Toronto Stock Exchange","USD","1.37","CAD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","312,122.16","0.13","312,122.16","648.00","481.67","United States","NYSE","USD","1.00","USD","-"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Consumer Discretionary","Equity","311,480.62","0.13","311,480.62","1,558.00","199.92","Switzerland","SIX Swiss Exchange","USD","0.78","CHF","-"
"BNP","BNP PARIBAS SA","Financials","Equity","311,079.07","0.13","311,079.07","2,894.00","107.49","France","Nyse Euronext - Euronext Paris","USD","0.86","EUR","-"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Equity","310,600.86","0.12","310,600.86","432.00","718.98","Switzerland","SIX Swiss Exchange","USD","0.78","CHF","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","308,788.48","0.12","308,788.48","286.00","1,079.68","United States","NASDAQ","USD","1.00","USD","-"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Equity","306,769.21","0.12","306,769.21","2,741.00","111.92","Canada","Toronto Stock Exchange","USD","1.37","CAD","-"
"INTU","INTUIT INC","Information Technology","Equity","306,036.61","0.12","306,036.61","809.00","378.29","United States","NASDAQ","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","305,057.16","0.12","305,057.16","1,854.00","164.54","United States","NYSE","USD","1.00","USD","-"
