iShares MSCI Emerging Markets ETF
Fund Holdings as of,"May 14, 2026"
Inception Date,"Apr 07, 2003"
Shares Outstanding,"442,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"012450","HANWHA AEROSPACE LTD","Industrials","Equity","69,401,643.25","0.23","69,401,643.25","79,230.00","875.95","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"2891","CTBC FINANCIAL HOLDING LTD","Financials","Equity","69,105,159.63","0.23","69,105,159.63","39,741,772.00","1.74","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"2382","QUANTA COMPUTER INC","Information Technology","Equity","68,099,381.25","0.23","68,099,381.25","6,416,000.00","10.61","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"2628","CHINA LIFE INSURANCE LTD H","Financials","Equity","67,321,939.64","0.23","67,321,939.64","17,647,000.00","3.81","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"2899","ZIJIN MINING GROUP LTD H","Materials","Equity","67,118,032.79","0.23","67,118,032.79","14,124,000.00","4.75","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"055550","SHINHAN FINANCIAL GROUP LTD","Financials","Equity","66,996,156.81","0.22","66,996,156.81","1,031,900.00","64.93","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"000270","KIA CORPORATION CORP","Consumer Discretionary","Equity","66,227,708.51","0.22","66,227,708.51","554,420.00","119.45","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","65,695,380.74","0.22","65,695,380.74","1,596,640.00","41.15","India","National Stock Exchange Of India","USD","95.77","INR","-"
"2360","CHROMA ATE INC","Information Technology","Equity","65,616,373.16","0.22","65,616,373.16","915,000.00","71.71","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"FSR","FIRSTRAND LTD","Financials","Equity","65,076,663.33","0.22","65,076,663.33","11,971,852.00","5.44","South Africa","Johannesburg Stock Exchange","USD","16.46","ZAR","-"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","64,698,687.86","0.22","64,698,687.86","5,991,425.00","10.80","Mexico","Bolsa Mexicana De Valores","USD","17.21","MXN","-"
"3017","ASIA VITAL COMPONENTS LTD","Information Technology","Equity","64,128,351.58","0.22","64,128,351.58","791,000.00","81.07","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","63,212,403.37","0.21","63,212,403.37","6,636,644.00","9.52","India","National Stock Exchange Of India","USD","95.77","INR","-"
"012330","HYUNDAI MOBIS LTD","Consumer Discretionary","Equity","60,922,867.97","0.20","60,922,867.97","139,743.00","435.96","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"006400","SAMSUNG SDI LTD","Information Technology","Equity","60,778,215.23","0.20","60,778,215.23","142,480.00","426.57","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"2881","FUBON FINANCIAL HOLDING LTD","Financials","Equity","59,850,284.68","0.20","59,850,284.68","19,938,496.00","3.00","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"028260","SAMSUNG C&T CORP","Industrials","Equity","59,803,034.31","0.20","59,803,034.31","201,727.00","296.46","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"SBK","STANDARD BANK GROUP","Financials","Equity","58,464,263.53","0.20","58,464,263.53","3,123,222.00","18.72","South Africa","Johannesburg Stock Exchange","USD","16.46","ZAR","-"
"AMXB","AMERICA MOVIL B","Communication","Equity","57,872,811.97","0.19","57,872,811.97","42,588,105.00","1.36","Mexico","Bolsa Mexicana De Valores","USD","17.21","MXN","-"
"2327","YAGEO CORP","Information Technology","Equity","57,579,141.36","0.19","57,579,141.36","3,927,720.00","14.66","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Equity","57,388,737.36","0.19","57,388,737.36","2,083,039.00","27.55","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.63","PLN","-"
"3968","CHINA MERCHANTS BANK LTD H","Financials","Equity","56,055,103.56","0.19","56,055,103.56","9,246,967.00","6.06","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"086790","HANA FINANCIAL GROUP INC","Financials","Equity","55,999,635.47","0.19","55,999,635.47","660,021.00","84.85","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"005490","POSCO","Materials","Equity","55,897,820.52","0.19","55,897,820.52","171,307.00","326.30","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"NBK","NATIONAL BANK OF KUWAIT","Financials","Equity","55,796,571.15","0.19","55,796,571.15","20,491,955.00","2.72","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"VAL","VALTERRA PLATINUM LTD","Materials","Equity","55,742,281.84","0.19","55,742,281.84","626,205.00","89.02","South Africa","Johannesburg Stock Exchange","USD","16.46","ZAR","-"
"2882","CATHAY FINANCIAL HOLDING LTD","Financials","Equity","54,995,713.15","0.18","54,995,713.15","22,597,000.00","2.43","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"PKN","ORLEN SA","Energy","Equity","54,649,031.69","0.18","54,649,031.69","1,374,062.00","39.77","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.63","PLN","-"
"1211","SAUDI ARABIAN MINING","Materials","Equity","54,559,672.44","0.18","54,559,672.44","3,191,592.00","17.09","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"7010","SAUDI TELECOM","Communication","Equity","54,315,528.95","0.18","54,315,528.95","4,720,344.00","11.51","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"CPI","CAPITEC LTD","Financials","Equity","54,253,661.14","0.18","54,253,661.14","206,102.00","263.24","South Africa","Johannesburg Stock Exchange","USD","16.46","ZAR","-"
"MTN","MTN GROUP LTD","Communication","Equity","52,510,329.80","0.18","52,510,329.80","4,110,380.00","12.78","South Africa","Johannesburg Stock Exchange","USD","16.46","ZAR","-"
"QNBK","QATAR NATIONAL BANK","Financials","Equity","52,484,893.92","0.18","52,484,893.92","11,020,617.00","4.76","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"BAP","CREDICORP LTD","Financials","Equity","52,332,093.00","0.18","52,332,093.00","159,700.00","327.69","Peru","NYSE","USD","1.00","USD","-"
"KOTAKBANK","KOTAK MAHINDRA BANK LTD","Financials","Equity","51,699,729.63","0.17","51,699,729.63","12,920,379.00","4.00","India","National Stock Exchange Of India","USD","95.77","INR","-"
"1288","AGRICULTURAL BANK OF CHINA LTD H","Financials","Equity","51,330,821.97","0.17","51,330,821.97","66,017,000.00","0.78","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"EMAAR","EMAAR PROPERTIES","Real Estate","Equity","50,501,199.01","0.17","50,501,199.01","15,745,828.00","3.21","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"TCS","TATA CONSULTANCY SERVICES LTD","Information Technology","Equity","50,454,119.61","0.17","50,454,119.61","2,151,292.00","23.45","India","National Stock Exchange Of India","USD","95.77","INR","-"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","49,656,918.92","0.17","49,656,918.92","4,062,163.00","12.22","Mexico","Bolsa Mexicana De Valores","USD","17.21","MXN","-"
"FAB","FIRST ABU DHABI BANK","Financials","Equity","49,052,340.16","0.16","49,052,340.16","10,523,618.00","4.66","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"6160","BEONE MEDICINES AG","Health Care","Equity","47,769,630.43","0.16","47,769,630.43","2,025,722.00","23.58","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"035420","NAVER CORP","Communication","Equity","47,611,882.36","0.16","47,611,882.36","333,272.00","142.86","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"267260","HD HYUNDAI ELECTRIC LTD","Industrials","Equity","47,376,851.67","0.16","47,376,851.67","55,751.00","849.79","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"CEMEXCPO","CEMEX CPO","Materials","Equity","47,304,930.43","0.16","47,304,930.43","35,932,750.00","1.32","Mexico","Bolsa Mexicana De Valores","USD","17.21","MXN","-"
"068270","CELLTRION INC","Health Care","Equity","46,708,846.57","0.16","46,708,846.57","356,948.00","130.86","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"7769","HONPRECISION INC","Information Technology","Equity","46,297,953.36","0.16","46,297,953.36","193,000.00","239.89","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"HINDUNILVR","HINDUSTAN UNILEVER LTD","Consumer Staples","Equity","45,901,011.63","0.15","45,901,011.63","1,954,804.00","23.48","India","National Stock Exchange Of India","USD","95.77","INR","-"
"6669","WIWYNN CORPORATION CORP","Information Technology","Equity","45,873,710.93","0.15","45,873,710.93","266,000.00","172.46","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"BBCA","BANK CENTRAL ASIA","Financials","Equity","45,777,697.11","0.15","45,777,697.11","131,066,800.00","0.35","Indonesia","Indonesia Stock Exchange","USD","17,465.00","IDR","-"
"1088","CHINA SHENHUA ENERGY LTD H","Energy","Equity","45,238,432.66","0.15","45,238,432.66","7,987,500.00","5.66","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"BBDC4","BANCO BRADESCO PREF SA","Financials","Equity","44,940,024.46","0.15","44,940,024.46","12,545,295.00","3.58","Brazil","XBSP","USD","4.98","BRL","-"
"SBIN","STATE BANK OF INDIA","Financials","Equity","44,758,196.50","0.15","44,758,196.50","4,374,247.00","10.23","India","National Stock Exchange Of India","USD","95.77","INR","-"
"2885","YUANTA FINANCIAL HOLDING LTD","Financials","Equity","44,572,679.58","0.15","44,572,679.58","25,310,054.00","1.76","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"SUNPHARMA","SUN PHARMACEUTICAL INDUSTRIES LTD","Health Care","Equity","44,305,603.65","0.15","44,305,603.65","2,277,255.00","19.46","India","National Stock Exchange Of India","USD","95.77","INR","-"
"NTPC","NTPC LTD","Utilities","Equity","42,930,066.39","0.14","42,930,066.39","10,374,089.00","4.14","India","National Stock Exchange Of India","USD","95.77","INR","-"
"PBBANK","PUBLIC BANK","Financials","Equity","42,653,697.44","0.14","42,653,697.44","34,719,050.00","1.23","Malaysia","Bursa Malaysia","USD","3.93","MYR","-"
"B3SA3","B3 BRASIL BOLSA BALCAO SA","Financials","Equity","42,507,134.80","0.14","42,507,134.80","12,503,952.00","3.40","Brazil","XBSP","USD","4.98","BRL","-"
"EAND","EMIRATES TELECOM","Communication","Equity","42,440,202.78","0.14","42,440,202.78","8,291,416.00","5.12","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"032830","SAMSUNG LIFE LTD","Financials","Equity","41,783,252.29","0.14","41,783,252.29","188,778.00","221.34","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Consumer Discretionary","Equity","41,328,936.21","0.14","41,328,936.21","15,226,000.00","2.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
