iShares MSCI China ETF
Fund Holdings as of,"May 14, 2026"
Inception Date,"Mar 29, 2011"
Shares Outstanding,"116,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","11,908,294.78","0.18","11,908,294.78","4,428,800.00","2.69","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Information Technology","Equity","11,891,152.49","0.18","11,891,152.49","1,069,841.00","11.11","China","Shenzhen Stock Exchange","USD","6.79","CNY","-"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Consumer Discretionary","Equity","11,707,634.95","0.17","11,707,634.95","1,500,800.00","7.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"002594","BYD LTD A","Consumer Discretionary","Equity","11,589,441.04","0.17","11,589,441.04","796,306.00","14.55","China","Shenzhen Stock Exchange","USD","6.79","CNY","-"
"1530","3SBIO INC","Health Care","Equity","11,499,004.14","0.17","11,499,004.14","4,467,500.00","2.57","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"1772","GANFENG LITHIUM LTD H","Materials","Equity","11,438,409.68","0.17","11,438,409.68","1,162,000.00","9.84","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"300","MIDEA GROUP LTD CLASS H","Consumer Discretionary","Equity","11,413,742.91","0.17","11,413,742.91","993,300.00","11.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"2018","AAC TECHNOLOGIES HOLDINGS INC","Information Technology","Equity","11,176,906.18","0.17","11,176,906.18","1,924,000.00","5.81","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"1816","CGN POWER LTD H","Utilities","Equity","11,168,572.85","0.17","11,168,572.85","25,653,000.00","0.44","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","11,167,822.96","0.17","11,167,822.96","87,470,857.00","12.77","Hong Kong","-","USD","7.83","HKD","-"
"TAL","TAL EDUCATION GROUP ADR REPTG","Consumer Discretionary","Equity","11,117,369.52","0.16","11,117,369.52","1,009,752.00","11.01","China","NYSE","USD","1.00","USD","-"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Consumer Discretionary","Equity","10,665,138.00","0.16","10,665,138.00","753,720.00","14.15","China","NYSE","USD","1.00","USD","-"
"1209","CHINA RESOURCES MIXC LIFESTYLE SER","Real Estate","Equity","10,659,646.09","0.16","10,659,646.09","1,682,600.00","6.34","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"2259","ZIJIN GOLD INTERNATIONAL LTD","Materials","Equity","10,608,242.68","0.16","10,608,242.68","519,300.00","20.43","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"168","TSINGTAO BREWERY LTD H","Consumer Staples","Equity","10,421,939.64","0.15","10,421,939.64","1,546,000.00","6.74","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"601398","INDUSTRIAL AND COMMERCIAL BANK OF","Financials","Equity","9,944,322.39","0.15","9,944,322.39","9,241,000.00","1.08","China","Shanghai Stock Exchange","USD","6.79","CNY","-"
"9660","HORIZON ROBOTICS","Information Technology","Equity","9,800,012.26","0.14","9,800,012.26","12,261,600.00","0.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"966","CHINA TAIPING INSURANCE HLDGS LTD","Financials","Equity","9,614,377.06","0.14","9,614,377.06","3,404,324.00","2.82","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"135","KUNLUN ENERGY LTD","Utilities","Equity","9,315,407.79","0.14","9,315,407.79","9,550,000.00","0.98","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"2618","JD LOGISTICS INC","Industrials","Equity","9,301,384.76","0.14","9,301,384.76","4,811,900.00","1.93","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
